floor,garage,m2,price,rooms,target,zone,prob
1ª,0,70,267000,3,0,Nova Esquerra de l'Eixample,0.264
1ª,0,70,267000,3,0,Nova Esquerra de l'Eixample,0.264
1ª,0,70,267000,3,0,Nova Esquerra de l'Eixample,0.264
1ª,0,70,267000,3,0,Nova Esquerra de l'Eixample,0.264
Bajo,0,70,267000,3,0,Nova Esquerra de l'Eixample,0.326
4ª,0,79,268000,1,0,Dreta de l'Eixample,0.634
Entreplanta,0,77,268000,1,1,Nova Esquerra de l'Eixample,0.768
2ª,0,60,269000,3,0,La Sagrada Família,0.332
5ª,0,77,269000,3,0,Sant Antoni,0.384
5ª,0,77,269000,3,0,Sant Antoni,0.384
1ª,0,45,269000,2,0,Sant Antoni,0.286
3ª,0,65,269000,2,0,Sant Antoni,0.234
4ª,0,75,270000,1,1,Dreta de l'Eixample,0.782
4ª,0,61,270000,2,0,El Fort Pienc,0.512
3ª,0,70,270000,4,0,Sant Antoni,0.314
3ª,0,70,270000,1,0,Nova Esquerra de l'Eixample,0.34
Entreplanta,0,62,270000,2,0,Antiga Esquerra de l'Eixample,0.362
3ª,1,54,270000,1,0,Dreta de l'Eixample,0.228
5ª,0,61,270000,3,0,Dreta de l'Eixample,0.376
1ª,0,59,270000,3,0,Nova Esquerra de l'Eixample,0.25
3ª,1,56,270000,1,0,Dreta de l'Eixample,0.21
3ª,0,50,270000,2,0,Sant Antoni,0.17
Casa,0,71,275000,3,0,El Fort Pienc,0.576
Entreplanta,0,78,275000,3,0,El Fort Pienc,0.422
1ª,0,58,275000,2,0,Nova Esquerra de l'Eixample,0.21
1ª,0,54,315000,2,0,Sant Antoni,0.22
1ª,0,95,340000,4,0,Nova Esquerra de l'Eixample,0.578
1ª,0,93,645600,3,0,Nova Esquerra de l'Eixample,0.046
6ª,0,113,510000,4,0,El Fort Pienc,0.22
2ª,0,101,410000,4,0,Sant Antoni,1
Entreplanta,0,95,392000,4,0,El Fort Pienc,0.956
1ª,0,93,645600,3,0,Nova Esquerra de l'Eixample,0.046
4ª,0,111,710000,2,0,Antiga Esquerra de l'Eixample,0.296
1ª,0,93,645600,3,0,Nova Esquerra de l'Eixample,0.046
2ª,1,114,597000,4,0,Nova Esquerra de l'Eixample,0.156
4ª,0,142,975000,3,1,Antiga Esquerra de l'Eixample,0.738
1ª,0,54,305000,3,0,La Sagrada Família,0.372
5ª,0,60,645000,1,0,Dreta de l'Eixample,0.24
Casa,1,59,480000,2,0,Nova Esquerra de l'Eixample,0.17
Casa,0,53,360000,1,0,Sant Antoni,0.274
4ª,0,123,920000,3,0,Dreta de l'Eixample,0.214
Casa,0,99,499000,4,0,Antiga Esquerra de l'Eixample,0.34
1ª,0,93,645600,3,0,Nova Esquerra de l'Eixample,0.046
4ª,0,72,430000,2,0,Sant Antoni,0.098
4ª,0,80,280000,3,0,La Sagrada Família,0.414
Casa,0,95,392000,4,0,El Fort Pienc,0.664
6ª,0,60,320000,2,0,Sant Antoni,0.218
2ª,0,95,449000,3,0,Dreta de l'Eixample,0.128
7ª,0,90,299000,3,0,La Sagrada Família,0.566
6ª,0,136,724500,5,0,Dreta de l'Eixample,0.126
6ª,0,190,1490000,3,0,Dreta de l'Eixample,0.562
3ª,1,122,660000,4,0,Antiga Esquerra de l'Eixample,0.224
Bajo,0,50,275000,3,0,Nova Esquerra de l'Eixample,0.352
1ª,0,122,660000,3,0,Antiga Esquerra de l'Eixample,0.532
4ª,0,94,450000,2,0,Antiga Esquerra de l'Eixample,0.108
4ª,0,79,415800,2,0,Nova Esquerra de l'Eixample,0.212
3ª,0,110,690000,2,0,Antiga Esquerra de l'Eixample,0.236
1ª,0,52,335000,2,0,Antiga Esquerra de l'Eixample,0.262
1ª,0,83,409000,2,1,Nova Esquerra de l'Eixample,0.686
4ª,0,94,450000,2,0,Antiga Esquerra de l'Eixample,0.108
Entreplanta,0,175,900000,4,0,Dreta de l'Eixample,0.316
2ª,0,90,615000,2,0,El Fort Pienc,0.186
6ª,0,96,810000,3,0,Dreta de l'Eixample,0.108
3ª,0,92,383400,3,0,Nova Esquerra de l'Eixample,0.228
5ª,0,136,1070000,4,0,Antiga Esquerra de l'Eixample,0.282
Entreplanta,0,90,613000,2,0,El Fort Pienc,0.234
Casa,0,90,614000,3,0,Dreta de l'Eixample,0.154
Atico,0,155,600000,5,0,El Fort Pienc,0.222
3ª,0,71,430000,2,0,Sant Antoni,0.132
4ª,0,94,450000,2,0,Antiga Esquerra de l'Eixample,0.108
7ª,0,85,410000,3,0,Dreta de l'Eixample,0.266
5ª,0,188,1345000,4,0,Dreta de l'Eixample,0.248
2ª,0,65,275000,3,0,Nova Esquerra de l'Eixample,0.41
4ª,0,80,540000,3,0,El Gòtic,0.366
4ª,0,79,260000,3,0,El Raval,0.458
1ª,0,50,135000,1,0,El Raval,0.486
Casa,0,64,215000,3,0,El Gòtic,0.5
3ª,0,70,220000,3,0,La Barceloneta,0.422
Casa,0,36,110000,1,1,El Raval,0.792
4ª,0,80,540000,3,0,El Gòtic,0.366
4ª,0,60,243915,1,0,El Raval,0.304
5ª,0,37,195000,1,0,El Raval,0.184
Casa,0,72,243000,2,0,El Raval,0.27
2ª,0,80,259995,3,0,El Raval,0.322
4ª,0,170,950000,3,0,Nou Barris,0.436
1ª,0,130,721000,4,0,El Gòtic,0.214
1ª,0,68,388000,3,0,Sant Pere,0.222
1ª,0,125,435000,5,0,El Gòtic,0.73
3ª,0,63,205000,2,0,El Gòtic,0.566
6ª,0,110,460000,4,0,La Barceloneta,0.368
2ª,0,85,570000,2,0,Sant Pere,0.268
2ª,0,73,243000,2,0,El Raval,0.216
2ª,1,70,458000,2,0,Sant Pere,0.258
6ª,0,142,640000,4,0,El Gòtic,0.182
Entreplanta,0,59,133000,1,1,El Raval,0.876
Entreplanta,0,72,243000,2,0,El Raval,0.356
4ª,0,71,244000,2,0,El Raval,0.442
3ª,0,42,175000,1,0,Sant Pere,0.586
3ª,0,72,475000,2,0,El Gòtic,0.118
3ª,0,90,810000,2,0,El Gòtic,0.08
2ª,0,112,775000,3,0,El Gòtic,0.104
2ª,0,114,785000,2,0,El Gòtic,0.108
4ª,0,103,915000,2,0,El Gòtic,0.342
Casa,0,128,530000,4,0,El Raval,0.176
2ª,0,124,580000,3,0,Sant Pere,0.084
3ª,0,71,400000,2,0,El Gòtic,0.26
1ª,0,57,215000,2,0,El Raval,0.492
Bajo,0,137,255000,3,0,El Raval,0.454
1ª,0,89,437000,2,0,El Raval,0.092
1ª,0,36,199500,1,0,La Barceloneta,0.248
2ª,0,160,980000,4,0,Sant Pere,0.052
7ª,1,61,425000,1,0,Sant Pere,0.114
1ª,0,57,292000,1,0,Sant Pere,0.218
1ª,0,72,379000,2,0,Sant Pere,0.192
Casa,0,96,710000,2,0,El Gòtic,0.054
2ª,0,210,760000,5,0,El Raval,0.216
Casa,0,113,330000,1,1,Sant Pere,0.774
Casa,0,96,710000,2,0,El Gòtic,0.054
1ª,0,60,330000,3,0,Sant Pere,0.372
3ª,0,55,329000,3,0,Sant Pere,0.196
2ª,0,44,320000,2,0,La Barceloneta,0.328
Casa,0,209,910000,3,0,El Gòtic,0.334
2ª,0,84,269000,2,0,El Raval,0.348
1ª,0,60,282000,2,0,El Raval,0.194
Entreplanta,0,40,145000,1,1,El Raval,0.888
Casa,0,33,170000,1,0,La Barceloneta,0.298
Casa,0,102,345000,3,0,El Raval,0.302
3ª,0,40,170000,2,0,El Raval,0.156
2ª,0,54,304000,1,0,El Raval,0.204
Casa,0,75,485000,3,0,El Gòtic,0.14
Casa,0,245,850000,4,0,La Barceloneta,0.268
2ª,0,107,775000,2,0,Sant Pere,0.062
2ª,0,49,450000,1,0,Sant Pere,0.246
4ª,0,60,345000,2,0,El Poble Sec,0.356
3ª,0,52,180000,3,0,El Poble Sec,0.65
1ª,0,72,240000,2,0,El Poble Sec,0.434
6ª,0,65,175000,3,0,El Poble Sec,0.482
2ª,0,60,195000,3,0,El Poble Sec,0.326
3ª,0,75,210000,3,0,Sants,0.018
2ª,0,78,320000,3,1,Sants,0.708
Atico,0,100,450000,4,1,Sants,0.998
Atico,0,100,450000,4,1,Sants,0.998
Atico,0,100,450000,4,1,Sants,0.998
Atico,0,100,450000,4,1,Sants,0.998
4ª,0,105,450000,4,0,El Poble Sec,0.26
1ª,0,165,480000,4,0,Sants,0.208
2ª,0,72,330000,2,0,El Poble Sec,0.556
2ª,0,120,515000,4,0,Sants,0.354
Entreplanta,0,70,250000,2,0,El Poble Sec,0.376
4ª,0,54,285000,2,0,El Poble Sec,0.114
5ª,1,230,845000,5,0,Sants,0.378
Entreplanta,0,50,155000,1,0,El Poble Sec,0.426
3ª,1,71,430000,2,0,El Poble Sec,0.018
6ª,0,74,229000,4,0,El Poble Sec,0.358
Casa,0,29,59900,1,0,Sants,0.206
1ª,0,90,339000,3,1,El Poble Sec,0.842
Bajo,0,95,442820,2,0,Sants,0.19
5ª,0,82,360000,2,0,El Poble Sec,0.498
1ª,0,80,445000,2,0,El Poble Sec,0.036
Entreplanta,0,69,355000,2,0,Sants,0.382
3ª,0,75,425000,3,0,Sants,0.404
1ª,0,40,129000,1,0,Sants,0.422
2ª,0,49,232000,1,0,Sants,0.362
3ª,0,108,395000,3,0,Camp de l'Arpa,0.344
Entreplanta,0,65,138000,2,0,El Poblenou,0.782
Bajo,0,50,198000,2,0,Camp de l'Arpa,0.382
1ª,0,72,245000,3,0,El Clot,0.34
1ª,0,77,350000,2,0,El Poblenou,0.2
7ª,0,67,105000,1,0,El Clot,0.49
6ª,0,65,329000,3,0,El Poblenou,0.226
Bajo,0,50,198000,2,0,Camp de l'Arpa,0.382
7ª,1,92,412000,4,0,El Poblenou,0.328
Atico,1,127,434000,4,0,El Poblenou,0.558
Casa,1,154,725000,2,0,El Poblenou,0.174
Casa,0,96,320000,4,0,Camp de l'Arpa,0.418
4ª,0,70,190000,3,0,El Poblenou,0.26
Casa,1,228,695000,3,0,El Poblenou,0.52
6ª,0,74,295000,3,0,El Poblenou,0.328
3ª,1,112,485000,4,0,El Poblenou,0.292
1ª,1,132,468000,2,0,El Poblenou,0.384
7ª,0,80,300000,3,0,El Poblenou,0.562
7ª,0,80,300000,3,0,El Poblenou,0.562
7ª,0,80,300000,3,0,El Poblenou,0.562
1ª,0,83,330000,4,0,Camp de l'Arpa,0.608
6ª,0,90,335000,4,1,El Poblenou,0.884
1ª,0,100,320000,4,1,El Clot,0.896
7ª,0,80,310000,3,1,El Poblenou,0.852
Bajo,0,225,640000,3,0,El Clot,0.316
4ª,0,59,219000,3,0,El Clot,0.266
5ª,0,88,295000,4,0,Camp de l'Arpa,0.496
2ª,0,109,360000,3,1,El Poblenou,0.836
6ª,0,108,520000,3,0,El Clot,0.228
6ª,0,104,220000,3,0,El Clot,0.624
1ª,0,72,238000,2,0,Camp de l'Arpa,0.51
Casa,1,140,583000,3,0,El Clot,0.224
Casa,1,187,533000,3,0,El Clot,0.27
Casa,1,103,401000,3,0,El Clot,0.192
4ª,0,81,399000,4,0,Camp de l'Arpa,0.434
Casa,1,103,411000,3,0,El Clot,0.214
Casa,1,103,406000,3,0,El Clot,0.192
Casa,1,103,417000,3,0,El Clot,0.202
Casa,1,103,437000,3,0,El Clot,0.176
4ª,1,139,990000,3,0,Diagonal Mar,0.306
4ª,0,104,417000,3,0,El Clot,0.23
5ª,1,159,664000,3,0,El Poblenou,0.236
4ª,0,98,600000,2,0,El Poblenou,0.254
1ª,0,92,180000,4,0,El Clot,0.542
Entreplanta,0,99,390000,3,0,Camp de l'Arpa,0.338
1ª,0,68,266870,3,0,El Poblenou,0.614
3ª,0,68,189000,3,0,El Poblenou,0.346
3ª,0,90,450000,2,0,El Poblenou,0.344
1ª,0,95,395000,3,0,Camp de l'Arpa,0.194
7ª,1,90,900000,3,1,Diagonal Mar,0.732
Casa,1,222,560000,3,0,El Clot,0.244
Casa,1,99,340000,2,0,El Clot,0.192
Casa,1,87,340000,2,0,El Clot,0.152
Casa,1,113,406000,3,0,El Clot,0.184
Casa,1,87,345000,2,0,El Clot,0.126
Casa,1,87,350000,2,0,El Clot,0.142
Casa,1,87,355000,2,0,El Clot,0.146
Casa,1,113,423000,3,0,El Clot,0.138
Casa,1,87,360000,2,0,El Clot,0.168
Casa,1,89,425000,2,0,El Clot,0.15
3ª,1,157,930000,3,1,Sant Gervasi,0.858
4ª,1,80,435000,3,0,El Putxet,0.47
Bajo,0,45,290000,1,0,Sant Gervasi,0.26
5ª,0,75,459000,2,1,Sant Gervasi,0.854
1ª,1,140,610000,4,0,El Putxet,0.414
2ª,0,75,520000,2,0,Sant Gervasi,0.538
2ª,0,151,675000,6,0,Sant Gervasi,0.256
1ª,1,207,1190000,4,0,Sant Gervasi,0.432
2ª,0,196,1312000,4,0,Sant Gervasi,0.074
Bajo,0,60,525000,3,0,El Putxet,0.234
1ª,0,207,825000,5,0,Sant Gervasi,1
5ª,0,104,650000,2,0,Sant Gervasi,0.636
6ª,1,239,1350000,5,0,El Putxet,0.186
Bajo,0,58,265000,2,0,El Putxet,0.314
Casa,1,550,2900000,6,0,Sarrià,0.306
4ª,1,200,1145000,3,0,Sant Gervasi,0.432
5ª,1,235,1250000,5,0,Sant Gervasi,0.068
4ª,1,156,830000,3,1,Sant Gervasi,0.856
Atico,0,220,1300000,4,0,Sant Gervasi,0.048
1ª,0,172,980000,4,0,Sant Gervasi,0.264
6ª,0,133,579000,4,0,El Putxet,0.3
5ª,1,150,1175000,4,0,Sant Gervasi,0.374
1ª,0,190,990000,5,0,Sant Gervasi,0.362
1ª,0,54,362000,1,0,Sant Gervasi,0.308
3ª,0,104,460000,3,1,El Putxet,0.746
4ª,0,160,1005000,2,0,Sant Gervasi,0.29
1ª,0,207,825000,5,0,Sant Gervasi,1
3ª,0,110,545000,4,0,El Putxet,0.448
1ª,0,89,399000,2,0,Sant Gervasi,0.36
5ª,1,200,1500000,5,0,Sant Gervasi,0.15
2ª,0,253,1200000,5,0,Sant Gervasi,0.118
3ª,0,233,1200000,5,0,Sant Gervasi,0.174
Casa,1,480,2900000,5,0,Sarrià,0.194
1ª,1,106,749000,3,0,Sarrià,0.382
2ª,0,75,300000,1,0,Sant Gervasi,0.54
Atico,1,180,1200000,4,0,Sarrià,0.242
Entreplanta,0,200,950000,5,0,Sant Gervasi,0.418
Casa,1,450,950000,6,0,Sarrià,0.316
Atico,1,480,4160000,4,0,Sant Gervasi,0.238
Casa,1,370,2150000,5,0,Sant Gervasi,0.09
Bajo,0,55,220000,2,0,Sant Gervasi,0.422
Casa,0,103,300000,4,0,Sarrià,0.544
5ª,0,160,984000,2,0,Sarrià,0.33
4ª,1,280,1700000,5,0,Sant Gervasi,0.176
Casa,0,196,1045000,5,0,Sarrià,0.354
1ª,1,276,1050000,6,0,El Putxet,0.292
Casa,1,285,1100000,4,0,Sarrià,0.328
4ª,0,260,1250000,5,0,Sant Gervasi,0.15
Casa,1,264,2750000,6,0,Sant Gervasi,0.148
4ª,1,240,1450000,5,0,Sant Gervasi,0.112
Casa,0,84,984000,2,0,Sarrià,0.076
Casa,1,256,1429000,5,1,Sarrià,0.844
4ª,1,238,1250000,5,0,Sant Gervasi,0.078
3ª,0,64,310000,2,0,El Putxet,0.436
4ª,1,220,840000,4,0,Sant Gervasi,0.244
1ª,0,78,480000,3,0,El Putxet,0.26
4ª,1,600,5500000,5,0,Sant Gervasi,0.266
Casa,1,870,8000000,5,0,Sant Gervasi,0.144
5ª,0,103,540000,3,1,Sant Gervasi,0.872
3ª,0,150,1495000,3,0,Dreta de l'Eixample,0.12
Casa,0,150,1495000,3,0,Dreta de l'Eixample,0.19
1ª,0,160,1495000,3,0,Dreta de l'Eixample,0.268
1ª,0,192,1495000,4,0,Antiga Esquerra de l'Eixample,0.35
3ª,0,150,1495000,3,0,Dreta de l'Eixample,0.12
3ª,0,210,1495000,5,0,Antiga Esquerra de l'Eixample,0.308
3ª,0,150,1495000,3,0,Dreta de l'Eixample,0.12
3ª,0,160,1495000,3,0,Dreta de l'Eixample,0.17
3ª,0,150,1495000,3,0,Dreta de l'Eixample,0.12
5ª,0,191,1495000,3,1,Dreta de l'Eixample,0.836
3ª,0,150,1495000,3,0,Dreta de l'Eixample,0.12
2ª,0,218,1495000,5,0,Antiga Esquerra de l'Eixample,0.314
3ª,0,164,1495000,3,0,Dreta de l'Eixample,0.182
1ª,0,188,1495000,3,0,Dreta de l'Eixample,0.572
1ª,0,170,1495000,3,0,Dreta de l'Eixample,0.378
3ª,0,160,1495000,3,0,Dreta de l'Eixample,0.17
6ª,0,173,1490000,3,0,Dreta de l'Eixample,0.35
1ª,0,230,1490000,6,1,Dreta de l'Eixample,0.816
5ª,0,180,1490000,3,0,Dreta de l'Eixample,0.818
7ª,0,260,1490000,4,0,Dreta de l'Eixample,0.324
6ª,0,248,1490000,4,0,Dreta de l'Eixample,0.322
Casa,0,190,1490000,3,0,Dreta de l'Eixample,0.396
5ª,0,248,1490000,4,0,Dreta de l'Eixample,0.21
Casa,0,248,1490000,4,0,Dreta de l'Eixample,0.116
5ª,0,180,1490000,3,1,Dreta de l'Eixample,0.818
3ª,0,169,1490000,4,0,Dreta de l'Eixample,0.256
4ª,0,179,1490000,3,1,Dreta de l'Eixample,0.844
5ª,0,248,1490000,4,0,Dreta de l'Eixample,0.21
2ª,0,71,275000,4,1,El Fort Pienc,0.832
2ª,0,71,275000,4,1,Dreta de l'Eixample,0.75
6ª,0,48,275000,1,1,Sant Antoni,0.684
Bajo,0,50,275000,1,0,Nova Esquerra de l'Eixample,0.42
1ª,0,68,275000,4,0,El Fort Pienc,0.554
Atico,0,35,275000,1,0,La Sagrada Família,0.332
Bajo,0,97,275000,3,0,El Fort Pienc,0.576
2ª,0,71,275000,4,0,El Fort Pienc,0.832
2ª,0,71,275000,4,0,Dreta de l'Eixample,0.75
4ª,0,85,275000,4,0,La Sagrada Família,0.446
6ª,0,28,275000,1,1,Sant Antoni,0.382
1ª,0,91,275000,4,0,Dreta de l'Eixample,0.62
4ª,0,75,278000,3,0,La Sagrada Família,0.49
1ª,0,70,279000,3,0,Nova Esquerra de l'Eixample,0.32
Bajo,0,70,279000,3,0,Nova Esquerra de l'Eixample,0.336
Atico,0,52,279000,1,0,Nova Esquerra de l'Eixample,0.234
Atico,0,60,279000,1,0,Nova Esquerra de l'Eixample,0.244
1ª,0,84,279000,2,0,La Sagrada Família,0.644
3ª,0,70,280000,3,0,La Sagrada Família,0.428
3ª,0,51,280000,1,0,Sant Antoni,0.216
3ª,0,63,280000,3,0,La Sagrada Família,0.432
1ª,0,69,280000,3,0,La Sagrada Família,0.698
4ª,0,76,280000,2,1,El Fort Pienc,0.822
2ª,0,73,280000,3,1,La Sagrada Família,0.804
1ª,0,70,280000,3,1,La Sagrada Família,0.78
1ª,0,71,280000,2,1,El Fort Pienc,0.9
Casa,0,80,280000,3,0,La Sagrada Família,0.468
4ª,0,67,280000,2,1,La Sagrada Família,0.848
1ª,0,80,312000,3,0,Sant Antoni,0.512
Entreplanta,0,95,392000,4,0,El Fort Pienc,0.956
5ª,0,60,695000,1,0,Dreta de l'Eixample,0.278
5ª,0,93,512000,2,0,Nova Esquerra de l'Eixample,0.15
5ª,0,75,435000,3,0,Sant Antoni,0.244
5ª,1,92,440000,2,0,Nova Esquerra de l'Eixample,0.692
1ª,0,95,380000,4,0,Nova Esquerra de l'Eixample,0.446
Casa,1,123,800000,3,0,Nova Esquerra de l'Eixample,0.142
3ª,0,180,1050000,5,0,Dreta de l'Eixample,0.252
1ª,0,150,920000,3,0,Dreta de l'Eixample,0.184
Casa,0,74,390000,2,0,La Sagrada Família,0.472
3ª,0,305,900000,8,0,Dreta de l'Eixample,0.392
4ª,0,154,835000,4,0,Dreta de l'Eixample,0.232
1ª,0,81,315000,3,0,Sant Antoni,0.648
1ª,0,154,549000,3,0,El Fort Pienc,0.262
1ª,0,100,548000,2,0,Nova Esquerra de l'Eixample,0.196
3ª,0,91,380000,3,0,La Sagrada Família,0.794
1ª,0,67,442000,2,0,Nova Esquerra de l'Eixample,0.068
Casa,0,116,550000,5,0,Sant Antoni,0.234
2ª,0,110,349000,3,0,El Fort Pienc,0.546
1ª,0,95,470000,4,0,Dreta de l'Eixample,0.16
3ª,0,165,790000,6,0,Dreta de l'Eixample,0.474
4ª,1,105,410000,4,0,Sant Antoni,0.482
4ª,0,115,950000,3,0,Dreta de l'Eixample,0.276
5ª,0,80,415000,3,0,Nova Esquerra de l'Eixample,0.454
2ª,0,98,480000,4,0,La Sagrada Família,0.304
5ª,0,153,1350000,3,0,Dreta de l'Eixample,0.2
2ª,0,109,609000,3,0,Nova Esquerra de l'Eixample,0.046
6ª,0,99,619000,3,0,Nova Esquerra de l'Eixample,0.048
7ª,0,109,639000,3,0,Nova Esquerra de l'Eixample,0.034
4ª,0,109,629000,3,0,Nova Esquerra de l'Eixample,0.06
6ª,0,94,595000,3,0,Nova Esquerra de l'Eixample,0.048
4ª,0,80,440000,2,0,Nova Esquerra de l'Eixample,0.02
5ª,0,81,487400,2,0,Nova Esquerra de l'Eixample,0.05
1ª,0,71,319500,2,0,Sant Antoni,0.578
7ª,0,160,599000,4,0,La Sagrada Família,0.414
4ª,0,94,550000,4,0,Sant Antoni,0.264
5ª,0,112,599000,4,0,Antiga Esquerra de l'Eixample,0.576
3ª,0,81,435000,3,0,Dreta de l'Eixample,0.262
7ª,0,91,624000,3,0,Nova Esquerra de l'Eixample,0.022
7ª,0,85,410000,3,0,Dreta de l'Eixample,0.266
Casa,0,185,995000,1,0,Dreta de l'Eixample,0.354
6ª,0,94,619000,3,0,Nova Esquerra de l'Eixample,0.014
7ª,0,80,410000,3,0,Dreta de l'Eixample,0.392
3ª,0,175,1290000,5,0,Dreta de l'Eixample,0.124
6ª,0,130,680000,3,0,Nova Esquerra de l'Eixample,0.088
1ª,0,77,319000,2,0,Nova Esquerra de l'Eixample,0.51
2ª,0,125,825000,2,0,El Fort Pienc,0.16
1ª,0,164,898000,4,0,Sant Antoni,0.38
1ª,0,82,409000,2,0,Nova Esquerra de l'Eixample,0.364
4ª,0,107,895000,2,0,El Gòtic,0.36
4ª,0,45,485000,1,0,El Gòtic,0.222
1ª,0,62,395000,2,0,El Gòtic,0.232
2ª,0,61,405000,2,0,El Gòtic,0.278
1ª,0,93,590000,2,0,El Gòtic,0.356
1ª,0,86,550000,2,0,El Gòtic,0.458
2ª,0,86,575000,2,0,El Gòtic,0.258
1ª,0,95,598000,2,0,El Gòtic,0.524
3ª,0,30,165000,1,0,La Barceloneta,0.342
2ª,0,88,295000,2,0,El Raval,0.6
4ª,0,135,600000,4,0,El Gòtic,0.306
1ª,0,75,378000,3,0,Sant Pere,0.134
Bajo,0,58,199000,2,0,El Raval,0.48
3ª,0,78,340000,2,0,El Gòtic,0.278
3ª,0,123,480000,4,0,El Raval,0.452
2ª,0,100,469000,3,0,Sant Pere,0.292
1ª,0,150,515000,4,0,El Gòtic,0.382
4ª,0,67,249000,1,0,El Raval,0.996
1ª,0,72,280000,2,0,El Gòtic,0.462
Bajo,0,180,380000,3,0,El Gòtic,0.42
2ª,0,66,315000,3,0,El Gòtic,0.53
2ª,0,77,335000,3,0,El Gòtic,0.394
1ª,0,116,850000,2,0,El Gòtic,0.228
2ª,0,158,721000,4,0,El Gòtic,0.178
Casa,0,190,795000,3,0,El Gòtic,0.286
5ª,0,55,249000,2,0,El Gòtic,0.334
1ª,0,33,180000,2,0,Sant Pere,0.45
3ª,0,43,185000,2,0,Sant Pere,0.622
3ª,0,110,339000,5,0,Sant Pere,0.49
5ª,0,42,255000,3,0,La Barceloneta,0.36
5ª,0,40,220000,1,0,Sant Pere,0.406
1ª,0,61,265000,2,0,El Raval,0.248
Entreplanta,0,86,410000,2,0,El Raval,0.146
3ª,0,129,660000,5,0,El Gòtic,0.1
2ª,0,55,234000,2,0,El Raval,0.476
2ª,0,200,1000000,8,0,El Raval,0.226
Casa,0,125,725000,3,0,La Barceloneta,0.162
Bajo,0,95,320000,3,0,El Raval,0.312
1ª,0,201,760000,5,0,El Raval,0.308
4ª,0,141,630000,4,0,Sant Pere,0.086
4ª,0,300,2500000,3,0,Sant Pere,0.03
7ª,1,61,425000,1,0,Sant Pere,0.114
2ª,0,105,495000,2,0,El Gòtic,0.336
1ª,0,111,450000,3,0,El Gòtic,0.342
3ª,0,137,540000,5,0,El Gòtic,0.27
2ª,0,175,1300000,3,0,Sant Pere,0.036
1ª,0,54,320000,2,0,Sant Pere,0.222
3ª,0,107,430000,3,0,Sant Pere,0.226
5ª,0,75,350000,3,0,Sant Pere,0.238
Entreplanta,0,83,372000,2,0,El Gòtic,0.292
Casa,0,170,1250000,3,0,El Gòtic,0.098
5ª,0,81,350000,3,0,Sant Pere,0.27
3ª,0,40,185000,1,0,Sant Pere,0.632
Bajo,0,33,158000,1,0,La Barceloneta,0.682
1ª,0,93,395000,3,0,El Gòtic,0.284
Casa,0,179,800000,5,0,El Gòtic,0.356
2ª,0,130,710000,3,0,El Gòtic,0.098
4ª,0,198,610000,2,0,El Gòtic,0.332
Entreplanta,0,99,425000,2,0,El Gòtic,0.254
1ª,0,93,378000,3,0,Sant Pere,0.064
2ª,0,58,495000,3,0,Sants,0.234
4ª,0,92,328000,4,0,Sants,0.602
Casa,0,40,90000,2,0,Sants,0.348
3ª,0,56,167000,3,0,Sants,0.128
5ª,0,54,285000,2,0,El Poble Sec,0.254
4ª,0,47,349000,1,0,El Poble Sec,0.376
4ª,0,100,295000,3,0,El Poble Sec,0.406
5ª,0,71,440000,2,0,El Poble Sec,0.136
1ª,0,71,495000,2,0,El Poble Sec,0.032
1ª,0,79,445000,2,0,El Poble Sec,0.02
1ª,0,86,300000,3,0,Sants,0.316
3ª,0,98,395000,4,0,El Poble Sec,0.508
2ª,0,90,310000,3,0,Sants,0.36
2ª,1,70,255000,3,1,Sants,0.74
4ª,0,75,239000,4,0,Sants,0.512
1ª,0,71,194990,2,0,Sants,0.482
Casa,0,89,350000,2,1,El Poble Sec,0.772
3ª,0,73,345000,2,0,El Poble Sec,0.598
3ª,0,71,430000,2,0,El Poble Sec,0.012
1ª,0,57,380000,3,0,El Poble Sec,0.442
1ª,0,83,390000,2,0,El Poble Sec,0.336
2ª,0,53,205000,1,0,Sants,0.13
6ª,0,72,385000,3,0,El Poble Sec,0.514
2ª,0,78,329000,3,0,Sants,0.412
4ª,0,77,329000,3,0,El Poble Sec,0.524
Bajo,0,136,205000,3,0,El Poble Sec,0.374
5ª,0,55,257000,3,0,El Poble Sec,0.392
4ª,0,70,239000,3,0,Sants,0.438
Bajo,0,64,355000,2,1,Sants,0.712
2ª,0,88,265000,3,1,Sants,0.834
2ª,0,50,160000,1,1,El Clot,0.824
5ª,0,114,390000,5,0,Camp de l'Arpa,0.356
5ª,0,71,285000,2,1,El Poblenou,0.92
2ª,1,51,244000,1,0,El Clot,0.412
2ª,0,139,460000,4,1,El Clot,0.702
2ª,0,75,230000,2,1,El Clot,0.742
2ª,1,127,430000,4,1,El Poblenou,0.426
Atico,1,105,440000,3,1,El Poblenou,0.84
1ª,0,86,240000,4,1,El Poblenou,0.86
1ª,0,80,205000,3,0,El Clot,0.578
Entreplanta,0,91,349000,4,0,El Poblenou,0.434
Casa,0,59,215000,3,0,El Poblenou,0.294
Casa,1,140,990000,3,0,Diagonal Mar,0.172
5ª,0,52,215000,2,0,Diagonal Mar,0.53
Casa,0,112,900000,3,0,El Poblenou,0.328
Atico,0,93,295000,3,0,El Poblenou,0.448
3ª,0,60,275000,3,0,El Poblenou,0.128
Bajo,0,211,370000,3,0,El Clot,0.61
1ª,0,40,175000,1,0,El Poblenou,0.43
5ª,0,76,269000,3,0,El Poblenou,0.446
