floor,garage,m2,price,rooms,target,zone,prob
Bajo,0,90,155100,2,1,Nou Barris,0.914
1ª,0,70,257999,3,0,Nou Barris,0.394
3ª,0,71,149500,3,0,Nou Barris,0.422
Casa,0,196,230000,3,0,Nou Barris,0.454
Casa,0,49,69100,2,0,Nou Barris,0.28
6ª,0,80,160000,3,0,Nou Barris,0.416
4ª,0,49,69100,2,0,Nou Barris,0.414
Casa,0,95,190000,3,0,Nou Barris,0.442
1ª,0,69,160000,3,0,Nou Barris,0.252
1ª,1,80,235000,3,0,Nou Barris,0.382
2ª,0,75,215000,3,0,Nou Barris,0.18
1ª,0,65,160000,3,0,Nou Barris,0.442
2ª,0,40,95000,1,0,Nou Barris,0.34
2ª,0,60,112000,2,0,Nou Barris,0.666
Casa,0,69,210000,3,0,Nou Barris,0.226
Casa,0,60,188000,4,0,Nou Barris,0.334
Bajo,0,55,105000,2,0,Nou Barris,0.558
2ª,0,45,105000,3,0,Nou Barris,0.46
4ª,0,70,166000,3,0,Nou Barris,0.356
2ª,0,104,146900,4,0,Nou Barris,0.344
2ª,0,66,155000,3,0,Nou Barris,0.528
2ª,0,65,155000,3,0,Nou Barris,0.612
2ª,0,70,169000,3,0,Nou Barris,0.516
2ª,0,63,157000,2,0,Nou Barris,0.614
1ª,0,60,158900,2,0,Nou Barris,0.376
6ª,0,160,399000,3,0,Nou Barris,0.614
3ª,0,60,122500,3,0,Nou Barris,0.606
3ª,0,45,115000,3,0,Nou Barris,0.426
Casa,0,85,189000,3,0,Nou Barris,0.322
1ª,0,65,180000,3,0,Nou Barris,0.47
2ª,0,106,210000,3,0,Nou Barris,0.288
3ª,0,65,162000,3,0,Sant Andreu,0.682
Bajo,0,75,169000,1,0,Navas,0.324
3ª,0,50,238000,3,0,Sant Andreu,0.378
3ª,0,55,129990,2,0,Sant Andreu,0.33
4ª,0,118,450000,4,0,Sant Andreu,0.17
1ª,0,73,215000,3,0,Navas,0.536
3ª,0,65,149000,3,0,Sant Andreu,0.564
1ª,0,102,350000,3,0,Sant Andreu,0.282
5ª,0,74,210300,3,1,Sant Andreu,1
Bajo,0,72,234000,2,0,Navas,0.33
Entreplanta,0,60,149999,3,0,Sant Andreu,0.606
Bajo,0,75,169000,1,0,Navas,0.324
1ª,0,95,135000,3,0,Sant Andreu,0.474
6ª,0,78,249000,3,0,Sant Andreu,0.57
2ª,1,63,321677,2,0,Sant Andreu,0.392
5ª,0,70,320000,3,0,Sant Andreu,0.444
5ª,1,105,530000,4,0,Navas,0.234
1ª,0,105,481000,4,0,Navas,0.126
3ª,0,55,266000,1,0,Navas,0.186
5ª,1,124,570000,4,0,Navas,0.216
Bajo,1,115,530000,3,0,Navas,0.132
2ª,0,55,258000,1,0,Navas,0.278
1ª,0,55,253000,1,0,Navas,0.26
2ª,1,105,491000,4,0,Navas,0.178
4ª,1,105,510000,4,0,Navas,0.094
1ª,0,55,148000,2,0,Navas,0.516
3ª,0,75,259900,3,0,Navas,0.384
1ª,0,100,329500,4,0,Navas,0.398
Casa,0,72,72500,3,0,Nou Barris,0.24
Bajo,0,66,110000,3,0,Nou Barris,0.71
4ª,0,51,100000,3,1,Nou Barris,0.768
Bajo,0,40,70000,3,0,Nou Barris,0.554
Entreplanta,0,70,140000,3,1,Nou Barris,0.776
Casa,0,100,180000,3,0,Nou Barris,0.388
Casa,0,87,151000,3,0,Nou Barris,0.298
Casa,0,90,91857,3,0,Nou Barris,0.344
4ª,0,90,200000,3,0,Nou Barris,0.596
1ª,0,65,160000,3,0,Nou Barris,0.442
2ª,0,75,172000,3,0,Nou Barris,0.51
3ª,0,88,142000,4,0,Nou Barris,0.394
Entreplanta,0,96,260000,3,0,Nou Barris,0.54
4ª,0,50,115000,2,0,Nou Barris,0.738
2ª,0,80,175000,3,0,Nou Barris,0.378
Casa,0,84,163500,3,0,Nou Barris,0.322
Casa,0,75,88000,2,0,Nou Barris,0.442
Casa,0,61,80000,3,0,Nou Barris,0.26
3ª,0,109,255000,4,0,Nou Barris,0.518
1ª,0,60,180000,3,0,Nou Barris,0.37
2ª,0,49,116000,3,0,Nou Barris,0.698
4ª,0,70,280000,3,0,Nou Barris,0.396
1ª,0,50,116000,3,0,Nou Barris,0.268
5ª,0,57,165000,2,0,Nou Barris,0.496
Casa,0,255,466047,4,0,Nou Barris,0.482
1ª,0,65,174000,3,0,Nou Barris,0.404
1ª,0,86,186600,3,0,Nou Barris,0.472
Bajo,0,70,263500,2,0,Nou Barris,0.322
Casa,0,70,263500,2,0,Nou Barris,0.354
1ª,0,80,205000,4,0,Nou Barris,0.246
Entreplanta,1,432,495000,5,0,Vallcarca,0.32
Bajo,0,58,338000,2,0,Vila de Gràcia,0.16
2ª,1,81,545000,2,0,Vallcarca,0.222
2ª,0,69,289500,4,0,Vila de Gràcia,0.614
2ª,0,75,390000,1,0,Vila de Gràcia,0.68
1ª,0,97,570000,4,0,Vila de Gràcia,0.414
Bajo,0,130,395000,3,0,El Carmel,0.384
4ª,0,78,325000,3,0,El Carmel,0.434
Bajo,1,135,422000,3,0,Vallcarca,0.336
Entreplanta,0,120,625000,4,0,Vila de Gràcia,0.398
2ª,0,52,255000,1,0,El Carmel,0.272
Bajo,0,205,750000,5,1,Vila de Gràcia,0.438
1ª,0,67,250000,3,0,Vallcarca,0.35
1ª,0,61,337000,2,0,Vila de Gràcia,0.244
5ª,0,95,440000,3,0,Vila de Gràcia,0.406
1ª,1,210,820000,5,0,El Carmel,0.388
Casa,1,480,1250000,6,0,Vallcarca,0.114
1ª,0,29,247000,1,0,Vila de Gràcia,0.314
Bajo,0,66,335000,1,0,Vila de Gràcia,0.358
2ª,0,133,570000,4,0,Vila de Gràcia,0.112
Atico,0,154,643000,3,0,El Carmel,0.18
4ª,0,133,570000,4,0,Vila de Gràcia,0.22
Casa,0,83,380000,3,0,Vila de Gràcia,0.218
5ª,0,94,380000,2,0,Vila de Gràcia,0.286
5ª,1,135,850000,4,0,Vallcarca,0.232
Casa,0,133,570000,4,0,Vila de Gràcia,0.192
Atico,1,270,1635000,5,0,Vila de Gràcia,0.162
2ª,0,50,425000,2,0,Vila de Gràcia,0.44
2ª,0,57,500000,2,0,Vila de Gràcia,0.374
1ª,0,50,400000,2,0,Vila de Gràcia,0.302
4ª,1,145,1050000,4,0,Les Corts,0.33
Casa,0,52,97000,1,0,Les Corts,0.396
4ª,0,100,565000,3,0,Les Corts,0.26
1ª,0,110,330000,4,0,Les Corts,0.476
2ª,0,100,455000,3,0,Les Corts,0.29
3ª,0,95,630000,3,0,Pedralbes,0.262
5ª,1,150,475000,2,1,Les Corts,0.784
6ª,0,85,450000,3,0,Les Corts,0.498
6ª,0,81,390000,3,0,Les Corts,0.42
2ª,1,135,659000,4,0,Pedralbes,0.128
Casa,0,85,398000,3,0,Les Corts,0.336
1ª,0,60,265000,2,0,Les Corts,0.142
2ª,0,75,239000,3,0,Les Corts,0.478
Bajo,0,117,985000,2,0,Pedralbes,0.172
1ª,0,85,345000,3,0,Les Corts,0.21
2ª,0,152,742000,4,0,Les Corts,0.154
6ª,0,95,399000,2,0,Les Corts,0.354
4ª,1,78,415000,3,0,Pedralbes,0.358
3ª,0,123,495000,4,1,Les Corts,0.796
Casa,0,200,993000,5,0,Les Corts,0.398
Casa,0,1.451,6700000,6,0,Pedralbes,0.158
6ª,0,120,700000,5,0,Les Corts,0.156
1ª,1,180,900000,5,0,Pedralbes,0.53
3ª,0,127,560000,4,0,Les Corts,0.08
7ª,1,90,365000,4,0,Les Corts,0.304
1ª,1,285,1550000,5,0,Pedralbes,0.146
4ª,1,226,1190000,5,0,Pedralbes,0.412
3ª,0,130,560000,4,0,Les Corts,0.06
Atico,1,240,2250000,5,0,Les Corts,0.068
2ª,0,65,335000,2,0,El Guinardó,0.25
1ª,0,98,415000,2,0,El Guinardó,0.164
Bajo,0,70,150000,3,0,El Guinardó,0.55
Bajo,0,87,169000,3,0,El Carmel,0.514
1ª,0,102,325000,3,0,El Guinardó,0.358
4ª,0,134,430000,5,0,El Guinardó,0.016
3ª,0,60,220000,2,0,El Guinardó,0.344
3ª,0,90,350000,3,0,Nou Barris,0.322
Bajo,0,68,199000,1,1,Nou Barris,0.754
2ª,0,84,229000,3,0,El Guinardó,0.51
Bajo,0,76,200000,2,0,El Carmel,0.4
1ª,0,84,260000,3,0,El Guinardó,0.582
Casa,0,143,465000,4,0,El Carmel,0.322
Casa,0,83,279900,2,0,El Carmel,0.428
2ª,0,69,135000,3,0,El Carmel,0.462
Casa,1,331,950000,5,0,El Guinardó,0.3
1ª,0,98,420000,4,0,Nou Barris,0.364
2ª,0,98,435000,4,0,Nou Barris,0.498
1ª,0,57,89000,3,0,El Carmel,0.362
Bajo,0,64,199000,3,0,El Carmel,0.334
1ª,0,120,248000,4,1,El Carmel,0.836
1ª,1,85,360000,3,0,El Guinardó,0.214
Casa,0,100,560000,3,0,Nou Barris,0.554
3ª,0,85,228000,3,0,El Guinardó,0.548
Bajo,0,135,599000,4,0,Nou Barris,0.508
1ª,0,56,290000,2,0,Nou Barris,0.31
Atico,0,73,235000,3,0,El Guinardó,0.422
3ª,0,55,220000,2,0,El Carmel,0.178
Bajo,0,80,225000,2,0,El Guinardó,0.76
1ª,0,60,177000,3,0,El Guinardó,0.418
Bajo,0,55,105000,2,0,Nou Barris,0.558
Bajo,0,50,160000,2,0,Nou Barris,0.568
1ª,0,82,187000,3,0,Nou Barris,0.524
1ª,0,70,172000,3,0,Nou Barris,0.194
4ª,0,105,270000,4,0,Nou Barris,0.606
6ª,0,90,246000,4,0,Nou Barris,0.446
Bajo,0,100,167900,4,0,Nou Barris,0.394
Bajo,0,60,140000,3,0,Nou Barris,0.56
Bajo,0,67,189000,3,0,Nou Barris,0.416
2ª,0,60,166000,3,0,Nou Barris,0.808
Bajo,0,69,149000,2,0,Nou Barris,0.398
2ª,0,70,128200,3,0,Nou Barris,0.576
Entreplanta,0,80,135000,4,0,Nou Barris,0.426
3ª,0,60,169000,2,0,Nou Barris,0.546
Casa,1,198,390000,3,0,Nou Barris,0.486
1ª,0,75,145000,3,1,Nou Barris,0.748
4ª,0,110,260000,3,1,Nou Barris,0.872
3ª,0,62,130000,3,0,Nou Barris,0.57
3ª,0,50,120000,3,0,Nou Barris,0.384
Bajo,0,54,50000,1,0,Nou Barris,0.54
5ª,0,79,118000,3,0,Nou Barris,0.406
Casa,0,125,266099,2,0,Nou Barris,0.468
3ª,0,65,180000,2,0,Nou Barris,0.458
1ª,0,85,185000,3,0,Nou Barris,0.49
1ª,0,77,169000,3,0,Nou Barris,0.32
1ª,0,69,145000,3,0,Nou Barris,0.36
3ª,0,55,118000,2,0,Nou Barris,0.568
1ª,0,55,136000,2,0,Nou Barris,0.432
2ª,0,66,190000,2,0,Nou Barris,0.38
5ª,0,87,245000,4,0,Nou Barris,0.374
1ª,0,57,475000,2,0,Vila de Gràcia,0.402
7ª,0,92,445000,3,0,Les Corts,0.31
Atico,1,340,4000000,5,0,Pedralbes,0.066
1ª,1,135,890000,4,0,Pedralbes,0.396
2ª,0,76,249000,3,1,Les Corts,0.772
1ª,0,72,480000,2,0,Les Corts,0.196
2ª,1,220,1280000,4,0,Pedralbes,0.202
2ª,0,84,335000,4,0,Les Corts,0.27
3ª,1,90,405000,3,0,Les Corts,0.428
2ª,0,150,588000,4,0,Les Corts,0.236
1ª,0,60,265000,2,0,Les Corts,0.142
1ª,0,195,1500000,4,0,Pedralbes,0.344
Atico,1,128,480000,3,0,Les Corts,0.556
4ª,0,109,479000,4,0,Les Corts,0.358
6ª,0,129,570000,4,0,Les Corts,0.186
6ª,0,93,398000,3,0,Les Corts,0.29
4ª,0,85,305000,3,0,Les Corts,0.492
1ª,1,120,595000,4,0,Les Corts,0.17
5ª,1,290,1800000,5,0,Pedralbes,0.096
Casa,1,145,1350000,5,0,Pedralbes,0.148
Casa,1,168,1150000,3,0,Pedralbes,0.274
1ª,0,54,290000,2,0,Les Corts,0.126
5ª,0,186,1320000,3,0,Les Corts,0.172
Bajo,0,208,655000,3,0,Les Corts,0.496
Bajo,0,44,169000,1,0,Les Corts,0.51
1ª,1,340,2400000,5,0,Pedralbes,0.1
4ª,0,322,1950000,3,0,Pedralbes,0.084
4ª,0,322,1950000,3,0,Pedralbes,0.084
7ª,0,200,1150000,5,0,Les Corts,0.35
Atico,0,83,380000,3,1,Les Corts,0.764
1ª,0,55,290000,2,0,Les Corts,0.118
Casa,0,36,63000,2,0,Nou Barris,0.268
Casa,0,37,78000,2,0,Nou Barris,0.252
5ª,0,72,320000,3,0,Nou Barris,0.258
Bajo,0,53,75000,3,0,Nou Barris,0.608
1ª,0,60,175000,3,0,Nou Barris,0.36
2ª,0,80,208000,3,0,Nou Barris,0.12
2ª,0,70,205000,3,0,Nou Barris,0.212
1ª,1,70,235000,3,0,Nou Barris,0.284
Atico,0,85,210000,3,0,Nou Barris,0.374
4ª,0,74,215000,3,0,Nou Barris,0.362
1ª,0,75,175000,3,0,Nou Barris,0.436
4ª,0,85,190000,3,0,Nou Barris,0.462
1ª,0,58,156000,2,0,Nou Barris,0.43
3ª,0,74,210000,3,0,Nou Barris,0.246
4ª,0,50,100000,2,0,Nou Barris,0.656
5ª,0,44,95000,2,0,Nou Barris,0.526
2ª,0,69,205000,3,0,Nou Barris,0.23
1ª,0,51,102000,3,0,Nou Barris,0.462
1ª,0,81,145000,3,0,Nou Barris,0.438
Bajo,0,66,100000,3,0,Nou Barris,0.618
4ª,0,62,170000,3,0,Nou Barris,0.332
Entreplanta,0,65,210000,3,0,Nou Barris,0.42
3ª,0,58,119000,3,0,Nou Barris,0.648
4ª,0,50,115000,2,1,Nou Barris,0.738
Bajo,0,150,149000,1,0,Nou Barris,0.508
3ª,0,55,132500,2,0,Nou Barris,0.584
Bajo,0,70,198000,2,0,Nou Barris,0.416
4ª,0,75,215000,3,0,Nou Barris,0.534
4ª,0,40,130000,2,0,Nou Barris,0.438
4ª,0,60,97000,2,0,Nou Barris,0.572
Entreplanta,0,84,248000,3,0,Sant Andreu,0.606
3ª,0,52,205000,2,0,Navas,0.43
6ª,0,70,260000,3,0,Navas,0.574
2ª,0,84,258000,4,0,Navas,0.468
Atico,0,90,298000,4,0,Sant Antoni,0.508
6ª,0,60,270000,1,0,Sant Andreu,0.264
5ª,0,84,280000,3,0,Navas,0.67
1ª,0,65,220000,3,0,Navas,0.52
5ª,0,55,190000,3,0,Navas,0.336
4ª,0,110,385000,3,0,Navas,0.176
Atico,1,110,300000,4,1,Sant Andreu,0.804
Casa,1,226,675000,4,0,Navas,0.12
Bajo,0,50,155000,2,1,Navas,0.982
2ª,0,49,148000,1,1,Navas,0.824
2ª,0,57,165000,2,0,Navas,0.452
Entreplanta,0,65,95000,3,1,Nou Barris,0.83
Bajo,0,85,229000,3,0,Sant Andreu,0.656
3ª,0,63,175000,3,1,Sant Andreu,0.832
2ª,0,49,148000,1,0,Navas,0.824
2ª,0,89,239000,3,0,Navas,0.494
1ª,0,74,235000,2,0,Sant Andreu,0.602
1ª,0,90,299000,3,0,Navas,0.566
1ª,0,95,382000,3,0,Sant Andreu,0.114
2ª,0,49,165000,2,0,Navas,0.626
3ª,0,61,169000,1,0,Sant Andreu,0.598
5ª,0,91,289000,4,0,Sant Andreu,0.596
2ª,0,37,99000,3,0,Sant Andreu,0.372
Bajo,0,50,265000,2,0,Navas,0.364
3ª,0,68,209000,3,0,Sant Andreu,0.876
2ª,0,70,159900,3,0,Sant Andreu,0.49
Bajo,0,102,735000,2,0,Vila de Gràcia,0.144
Atico,0,154,643000,3,0,El Carmel,0.18
2ª,0,175,600000,5,0,El Carmel,0.294
1ª,0,144,479000,2,0,Vila de Gràcia,0.36
3ª,0,116,449000,4,0,El Carmel,0.458
2ª,1,113,925000,3,0,Vila de Gràcia,0.188
1ª,0,60,245000,3,0,El Carmel,0.204
Bajo,0,75,275000,3,0,El Carmel,0.362
3ª,0,28,215000,1,1,Vila de Gràcia,0.706
Bajo,1,800,1950000,4,0,Vila de Gràcia,0.152
3ª,0,147,750000,4,0,Vila de Gràcia,0.256
4ª,0,23,170000,3,0,Vila de Gràcia,0.262
1ª,0,97,410000,3,0,Vallcarca,0.662
4ª,0,23,170000,3,0,Vila de Gràcia,0.262
2ª,1,160,550000,4,0,El Carmel,0.324
Casa,1,541,1650000,5,0,Vallcarca,0.072
2ª,0,51,295000,1,1,Vila de Gràcia,0.746
3ª,0,133,570000,4,0,Vila de Gràcia,0.164
1ª,1,110,528000,4,0,Vallcarca,0.162
Entreplanta,0,90,415000,3,1,Vallcarca,0.84
Bajo,0,76,280000,2,0,Vila de Gràcia,0.52
3ª,0,62,250000,1,0,Vallcarca,0.424
3ª,0,63,250000,1,0,Vallcarca,0.48
Casa,0,117,799900,4,0,Vila de Gràcia,0.206
Casa,0,79,590000,2,0,Vila de Gràcia,0.132
1ª,0,89,314000,2,0,Vallcarca,0.47
Bajo,0,89,294000,2,0,Vallcarca,0.486
2ª,0,90,490700,2,0,Vila de Gràcia,0.296
2ª,0,103,574000,3,0,Vila de Gràcia,0.37
3ª,0,109,605700,4,0,Vila de Gràcia,0.246
Atico,0,85,195000,3,1,El Guinardó,0.74
3ª,0,48,220000,2,0,El Carmel,0.078
Casa,1,276,670000,4,0,El Guinardó,0.388
Bajo,1,59,200000,3,0,El Carmel,0.486
1ª,0,50,164000,2,0,El Guinardó,0.448
4ª,0,200,785000,4,0,El Guinardó,0.038
1ª,0,105,299000,4,0,El Guinardó,0.398
6ª,1,103,295000,4,0,El Guinardó,0.338
4ª,0,200,785000,4,0,El Guinardó,0.038
1ª,0,65,180000,3,0,El Guinardó,0.552
1ª,0,65,242000,3,0,Nou Barris,0.304
5ª,0,68,210000,2,0,El Guinardó,0.428
1ª,0,114,299000,4,0,El Guinardó,0.364
4ª,0,77,260000,4,0,El Carmel,0.498
1ª,0,56,189000,3,1,El Guinardó,0.904
2ª,0,80,305000,3,0,El Guinardó,0.38
Casa,1,173,685000,4,0,Nou Barris,0.384
2ª,0,79,339500,3,0,El Guinardó,0.208
2ª,0,79,339500,3,0,El Guinardó,0.208
2ª,0,79,339500,3,0,El Guinardó,0.208
1ª,0,56,189000,3,1,El Guinardó,0.904
Atico,1,78,274000,3,0,El Guinardó,0.308
2ª,1,103,285000,4,0,El Guinardó,0.442
1ª,0,67,166000,3,0,El Carmel,0.372
Casa,1,256,800000,4,0,El Guinardó,0.294
4ª,0,134,430000,5,0,El Guinardó,0.016
5ª,0,61,279000,2,0,El Guinardó,0.292
Bajo,0,45,125000,2,0,El Carmel,0.424
3ª,0,117,388000,3,0,El Guinardó,0.058
Bajo,0,80,225000,2,0,El Guinardó,0.76
4ª,0,84,420000,3,0,Les Corts,0.264
6ª,0,299,1300000,6,0,Les Corts,0.284
4ª,1,225,1800000,5,0,Pedralbes,0.154
4ª,0,85,398000,3,0,Les Corts,0.298
6ª,0,80,275000,3,0,Les Corts,0.51
Entreplanta,0,59,299000,1,0,Les Corts,0.23
Atico,0,84,428000,2,0,Les Corts,0.432
1ª,0,250,1050000,4,1,Les Corts,0.832
Casa,1,600,5500000,4,0,Pedralbes,0.032
Casa,0,413,3155471,5,0,Les Corts,0.1
Atico,0,85,625000,3,0,Les Corts,0.356
1ª,0,100,389000,3,0,Les Corts,0.334
2ª,0,60,299000,2,0,Les Corts,0.252
Atico,0,121,750000,3,0,Les Corts,0.196
4ª,0,96,289000,4,0,Les Corts,0.574
1ª,0,60,265000,2,0,Les Corts,0.142
7ª,0,90,398000,3,0,Les Corts,0.17
6ª,0,84,450000,3,0,Les Corts,0.486
3ª,0,124,560000,4,0,Les Corts,0.124
1ª,1,118,460000,5,0,Les Corts,0.242
1ª,0,60,265000,2,0,Les Corts,0.142
2ª,0,115,465000,4,0,Les Corts,0.3
3ª,0,80,250000,4,0,Les Corts,0.536
1ª,0,79,325000,2,0,Les Corts,0.37
5ª,0,29,135000,3,0,Les Corts,0.414
5ª,0,85,325000,3,0,Les Corts,0.294
4ª,0,90,437000,2,0,Les Corts,0.21
4ª,0,100,565000,3,0,Les Corts,0.26
Atico,0,110,560000,3,0,Les Corts,0.296
3ª,0,83,270000,3,0,Nou Barris,0.436
5ª,0,65,315000,3,0,Nou Barris,0.528
1ª,0,52,150000,3,0,Nou Barris,0.24
3ª,0,65,149000,2,0,Nou Barris,0.528
4ª,0,54,80000,2,0,Nou Barris,0.52
3ª,0,65,149000,2,0,Nou Barris,0.528
Atico,0,65,159000,3,0,Nou Barris,0.582
6ª,0,90,209000,4,0,Nou Barris,0.356
1ª,0,65,67000,3,0,Nou Barris,0.366
Bajo,0,103,260000,3,0,Nou Barris,0.602
1ª,0,65,88000,3,0,Nou Barris,0.46
5ª,0,55,80000,1,0,Nou Barris,0.394
Bajo,0,70,159000,3,0,Nou Barris,0.488
2ª,0,45,149000,2,1,Nou Barris,0.786
4ª,0,73,249000,3,0,Nou Barris,0.506
Casa,0,83,164600,1,0,Nou Barris,0.408
1ª,0,88,192000,3,0,Nou Barris,0.408
2ª,0,45,118000,2,0,Nou Barris,0.486
3ª,0,62,85000,2,0,Nou Barris,0.492
2ª,0,102,195000,4,0,Nou Barris,0.226
Bajo,0,160,209900,4,0,Nou Barris,0.358
5ª,1,72,190000,3,0,Nou Barris,0.2
5ª,0,68,127000,3,0,Nou Barris,0.55
Entreplanta,0,95,295000,4,0,Nou Barris,0.328
Bajo,0,24,88000,3,0,Nou Barris,0.31
Atico,0,65,165000,3,0,Nou Barris,0.664
2ª,0,49,104000,2,0,Nou Barris,0.524
1ª,0,61,185400,3,0,Nou Barris,0.486
4ª,0,68,190000,2,0,Nou Barris,0.4
Entreplanta,0,61,190000,3,0,Nou Barris,0.462
6ª,0,91,289000,4,0,Sant Andreu,0.438
5ª,0,91,289000,4,0,Sant Andreu,0.596
1ª,0,96,245000,3,0,Navas,0.634
2ª,0,58,139000,3,0,Sant Andreu,0.42
3ª,0,60,200000,3,0,Navas,0.272
3ª,0,49,148000,1,0,Navas,0.692
7ª,1,125,394000,3,0,Sant Andreu,0.234
Bajo,0,70,195000,3,0,Navas,0.388
Casa,0,135,485000,4,0,Sant Andreu,0.112
Bajo,0,55,150000,3,0,Navas,0.62
6ª,0,56,140000,3,0,Navas,0.62
3ª,0,59,140000,3,0,Navas,0.556
1ª,1,108,395000,3,0,Navas,0.144
5ª,0,89,250000,3,0,Navas,0.564
4ª,0,63,135000,2,0,Navas,0.558
Bajo,0,75,190000,2,0,Navas,0.18
1ª,1,108,395000,4,0,Sant Andreu,0.222
5ª,0,62,190000,3,0,Navas,0.416
3ª,1,66,235000,3,0,Navas,0.472
Bajo,0,228,230000,2,1,Navas,0.794
1ª,0,75,260000,3,0,Sant Andreu,0.506
3ª,0,62,158000,3,0,Sant Andreu,0.564
Casa,0,78,205000,4,0,Navas,0.352
Casa,0,37,86000,1,0,Navas,0.4
2ª,0,75,198000,2,0,Sant Andreu,0.622
2ª,0,65,165000,2,0,Sant Andreu,0.616
Entreplanta,0,102,325000,3,0,Navas,0.328
3ª,0,62,206000,1,0,Navas,0.402
4ª,0,75,129000,3,0,Sant Andreu,0.412
1ª,0,91,164000,3,0,Sant Andreu,0.724
2ª,0,75,415000,3,1,Vila de Gràcia,0.86
1ª,0,86,250000,4,0,Vila de Gràcia,0.472
Bajo,0,97,475000,3,0,Vila de Gràcia,0.228
Casa,0,96,385000,3,0,Vila de Gràcia,0.304
2ª,0,133,570000,4,0,Vila de Gràcia,0.112
3ª,0,74,290400,3,1,Vila de Gràcia,0.936
3ª,0,74,290400,3,1,Vila de Gràcia,0.936
Bajo,0,84,375000,3,0,Vila de Gràcia,0.354
Entreplanta,0,60,250000,3,0,El Carmel,0.282
5ª,0,97,350000,3,1,Vila de Gràcia,0.792
6ª,0,97,475000,3,0,Vila de Gràcia,0.192
7ª,0,77,250000,3,0,Vallcarca,0.47
7ª,0,77,250000,3,0,Vallcarca,0.47
3ª,0,23,170000,3,0,Vila de Gràcia,0.222
Bajo,0,96,375000,2,0,Vila de Gràcia,0.244
4ª,0,97,475000,3,0,Vila de Gràcia,0.14
4ª,0,94,475000,3,0,Vila de Gràcia,0.124
6ª,0,94,475000,3,0,Vila de Gràcia,0.236
Casa,0,70,365000,1,0,Vila de Gràcia,0.292
Bajo,0,26,155000,3,0,Vila de Gràcia,0.382
Casa,0,75,315000,3,0,Vila de Gràcia,0.404
4ª,0,90,495000,2,0,Vila de Gràcia,0.152
Casa,0,450,1250000,6,0,El Carmel,0.236
2ª,0,51,295000,2,0,Vila de Gràcia,0.478
4ª,1,134,532000,5,0,Vila de Gràcia,0.374
1ª,0,76,280000,2,0,Vila de Gràcia,0.338
Bajo,0,148,320000,4,0,Vila de Gràcia,0.418
Bajo,0,75,265000,1,0,Vila de Gràcia,0.472
Bajo,0,65,240000,1,0,Vila de Gràcia,0.39
Bajo,0,108,170000,1,0,Vila de Gràcia,0.63
2ª,1,129,350000,4,1,El Carmel,0.81
1ª,0,100,888000,3,0,El Guinardó,0.174
Bajo,0,64,135000,3,1,El Carmel,0.79
1ª,0,73,235000,3,1,El Guinardó,0.844
4ª,0,94,335000,2,0,El Guinardó,0.074
3ª,0,88,280000,3,0,El Guinardó,0.56
4ª,0,134,430000,5,0,El Guinardó,0.016
Bajo,0,75,195000,3,0,Nou Barris,0.406
Bajo,0,60,175000,3,1,Nou Barris,0.802
2ª,0,65,158000,3,0,El Carmel,0.382
3ª,0,97,388000,3,0,El Guinardó,0.096
Casa,1,262,950000,5,0,El Guinardó,0.222
Bajo,0,80,200000,2,0,El Carmel,0.492
3ª,0,48,220000,2,0,El Carmel,0.078
Bajo,0,59,100000,2,0,El Carmel,0.368
1ª,0,120,370000,3,0,El Guinardó,0.252
3ª,0,117,388000,3,0,El Guinardó,0.058
2ª,0,65,157000,3,0,El Carmel,0.384
3ª,0,50,139000,3,0,Nou Barris,0.398
4ª,0,134,430000,5,0,El Guinardó,0.016
Casa,0,70,260000,2,0,Nou Barris,0.42
4ª,0,120,449000,3,0,El Guinardó,0.042
4ª,0,120,449000,3,0,El Guinardó,0.042
2ª,0,70,235000,3,0,El Carmel,0.2
3ª,0,78,249000,3,0,El Guinardó,0.58
3ª,1,250,949000,5,0,El Guinardó,0.222
3ª,0,91,189000,3,1,Nou Barris,0.778
3ª,0,77,290000,3,1,El Guinardó,0.8
Bajo,0,75,130000,2,0,El Carmel,0.394
1ª,0,71,320000,2,0,El Guinardó,0.312
2ª,0,72,300000,2,0,Les Corts,0.374
4ª,1,141,1090000,3,0,Les Corts,0.282
3ª,0,80,305000,3,0,Les Corts,0.434
6ª,0,85,398000,3,0,Les Corts,0.334
Entreplanta,0,55,290000,2,0,Les Corts,0.154
Casa,0,61,237000,2,0,Les Corts,0.36
Bajo,0,175,655000,3,0,Les Corts,0.576
4ª,1,75,325000,2,0,Les Corts,0.34
2ª,0,75,239000,3,0,Les Corts,0.478
Casa,1,1.535,10000000,8,0,Pedralbes,0.182
1ª,0,58,285000,3,0,Les Corts,0.24
1ª,0,90,525000,3,0,Les Corts,0.294
2ª,0,100,315000,4,0,Nou Barris,0.324
2ª,0,50,136995,2,0,Nou Barris,0.396
4ª,0,80,180000,3,0,Nou Barris,0.406
Bajo,0,40,39000,2,0,Nou Barris,0.57
1ª,0,55,105000,2,0,Nou Barris,0.53
2ª,0,52,140000,3,0,Nou Barris,0.446
4ª,0,75,195000,3,0,Nou Barris,0.68
Bajo,0,60,205000,3,1,Navas,0.75
1ª,0,100,284000,4,1,Sant Andreu,0.822
4ª,0,60,187000,3,1,Sant Andreu,0.8
Bajo,0,127,386000,3,0,Sant Andreu,0.18
Atico,0,85,298000,4,1,Navas,0.784
1ª,0,74,210000,3,0,Sant Andreu,0.754
